id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,tier,b2b
le-labo,르 라보,Le Labo,르라보,US,뷰티·퍼스널케어,향수·니치향수,product,estee-lauder,niche,0
maison-francis-kurkdjian,메종 프란시스 커정,Maison Francis Kurkdjian,MFK,FR,뷰티·퍼스널케어,향수·니치향수,product,lvmh,niche,0
nonfiction,논픽션,Nonfiction,,KR,뷰티·퍼스널케어,향수·니치향수,both,,niche,0
puig,푸이그,Puig,,ES,뷰티·퍼스널케어,향수·니치향수,corporate,,major,0
tamburins,탬버린즈,Tamburins,,KR,뷰티·퍼스널케어,향수·니치향수,product,,niche,0
aekyung,애경산업,Aekyung Industrial,애경,KR,뷰티·퍼스널케어,헤어·바디,corporate,,major,0
dove,도브,Dove,,US,뷰티·퍼스널케어,헤어·바디,product,unilever,mega,0
kerasys,케라시스,Kerasys,,KR,뷰티·퍼스널케어,헤어·바디,product,aekyung,major,0
lush,러쉬,Lush,,GB,뷰티·퍼스널케어,헤어·바디,both,,major,0
pantene,팬틴,Pantene,,US,뷰티·퍼스널케어,헤어·바디,product,pg,major,0
ryo,려,Ryo,呂,KR,뷰티·퍼스널케어,헤어·바디,product,amorepacific,major,0
the-body-shop,더바디샵,The Body Shop,바디샵,GB,뷰티·퍼스널케어,헤어·바디,both,,major,0
vaseline,바세린,Vaseline,,US,뷰티·퍼스널케어,헤어·바디,product,unilever,major,0
bechtel,벡텔,Bechtel,,US,산업재·중공업,건설,both,,major,1
daewoo-enc,대우건설,Daewoo Engineering & Construction,,KR,산업재·중공업,건설,both,,major,1
dl-enc,DL이앤씨,DL E&C,대림산업,KR,산업재·중공업,건설,both,,major,1
e-pyeonhan-sesang,e편한세상,e-Pyeonhan Sesang,이편한세상|아크로|ACRO,KR,산업재·중공업,건설,product,dl-enc,major,0
gs-enc,GS건설,GS Engineering & Construction,GS E&C,KR,산업재·중공업,건설,both,gs-group,major,1
hdc-hyundai-development,HDC현대산업개발,HDC Hyundai Development,현대산업개발,KR,산업재·중공업,건설,both,,major,1
hillstate,힐스테이트,Hillstate,디에이치|THE H,KR,산업재·중공업,건설,product,hyundai-enc,major,0
hyundai-enc,현대건설,Hyundai Engineering & Construction,현대E&C,KR,산업재·중공업,건설,both,hyundai-motor-group,major,1
ipark,아이파크,IPARK,,KR,산업재·중공업,건설,product,hdc-hyundai-development,major,0
lotte-castle,롯데캐슬,Lotte Castle,롯데건설,KR,산업재·중공업,건설,product,lotte-group,major,0
posco-enc,포스코이앤씨,POSCO E&C,포스코건설,KR,산업재·중공업,건설,both,posco-group,major,1
prugio,푸르지오,Prugio,,KR,산업재·중공업,건설,product,daewoo-enc,major,0
raemian,래미안,Raemian,,KR,산업재·중공업,건설,product,samsung-ct,major,0
samsung-ct,삼성물산,Samsung C&T,,KR,산업재·중공업,건설,corporate,samsung-group,major,1
the-sharp,더샵,The Sharp,,KR,산업재·중공업,건설,product,posco-enc,major,0
vinci,뱅시,Vinci,방시,FR,산업재·중공업,건설,both,,major,1
xi,자이,Xi,,KR,산업재·중공업,건설,product,gs-enc,major,0
caterpillar,캐터필러,Caterpillar,CAT|캐터필라,US,산업재·중공업,건설기계·장비,both,,mega,1
daedong,대동,Daedong,대동공업|카이오티|KIOTI,KR,산업재·중공업,건설기계·장비,both,,niche,1
doosan-bobcat,두산밥캣,Doosan Bobcat,밥캣|Bobcat,KR,산업재·중공업,건설기계·장비,both,doosan-group,major,1
hd-hyundai-xitesolution,HD현대사이트솔루션,HD Hyundai XiteSolution,HD현대건설기계|HD현대인프라코어|현대건설기계|두산인프라코어,KR,산업재·중공업,건설기계·장비,corporate,hd-hyundai,major,1
hyundai-elevator,현대엘리베이터,Hyundai Elevator,,KR,산업재·중공업,건설기계·장비,both,,major,1
jcb,JCB,JCB,,GB,산업재·중공업,건설기계·장비,both,,niche,1
john-deere,존디어,John Deere,디어앤컴퍼니|Deere & Company,US,산업재·중공업,건설기계·장비,both,,mega,1
komatsu,코마츠,Komatsu,고마쓰,JP,산업재·중공업,건설기계·장비,both,,major,1
kubota,구보다,Kubota,쿠보타,JP,산업재·중공업,건설기계·장비,both,,major,1
liebherr,리프헤르,Liebherr,리버,DE,산업재·중공업,건설기계·장비,both,,niche,1
otis,오티스,Otis,오티스엘리베이터,US,산업재·중공업,건설기계·장비,both,,major,1
sany,싼이중공업,SANY,산이|SANY Heavy Industry,CN,산업재·중공업,건설기계·장비,both,,major,1
dewalt,디월트,DEWALT,,US,산업재·중공업,공구,product,stanley-black-decker,major,0
festool,페스툴,Festool,,DE,산업재·중공업,공구,both,,niche,0
hilti,힐티,Hilti,,LI,산업재·중공업,공구,both,,major,1
keyang,계양전기,Keyang Electric Machinery,계양,KR,산업재·중공업,공구,both,,niche,0
knipex,크니펙스,Knipex,,DE,산업재·중공업,공구,both,,niche,0
makita,마끼다,Makita,마키타,JP,산업재·중공업,공구,both,,major,0
milwaukee-tool,밀워키,Milwaukee Tool,밀워키툴,US,산업재·중공업,공구,product,techtronic-industries,major,0
ryobi,료비,Ryobi,,JP,산업재·중공업,공구,product,techtronic-industries,niche,0
snap-on,스냅온,Snap-on,,US,산업재·중공업,공구,both,,niche,1
stanley-black-decker,스탠리블랙앤데커,Stanley Black & Decker,스탠리|블랙앤데커,US,산업재·중공업,공구,corporate,,major,0
techtronic-industries,TTI,Techtronic Industries,테크트로닉인더스트리,HK,산업재·중공업,공구,corporate,,niche,1
wera,베라,Wera,,DE,산업재·중공업,공구,both,,niche,0
abb,ABB,ABB,,CH,산업재·중공업,산업자동화,both,,major,1
boston-dynamics,보스턴다이내믹스,Boston Dynamics,,US,산업재·중공업,산업자동화,both,hyundai-motor-group,major,1
doosan-robotics,두산로보틱스,Doosan Robotics,,KR,산업재·중공업,산업자동화,both,doosan-group,niche,1
fanuc,화낙,FANUC,파낙,JP,산업재·중공업,산업자동화,both,,major,1
keyence,키엔스,Keyence,,JP,산업재·중공업,산업자동화,both,,major,1
kuka,쿠카,KUKA,,DE,산업재·중공업,산업자동화,both,,niche,1
yaskawa,야스카와전기,Yaskawa Electric,야스카와,JP,산업재·중공업,산업자동화,both,,niche,1
doosan-enerbility,두산에너빌리티,Doosan Enerbility,두산중공업,KR,산업재·중공업,조선·중공업,both,doosan-group,major,1
hanwha-ocean,한화오션,Hanwha Ocean,대우조선해양|대우조선,KR,산업재·중공업,조선·중공업,both,hanwha-group,major,1
hd-hyundai-heavy,HD현대중공업,HD Hyundai Heavy Industries,현대중공업|HHI,KR,산업재·중공업,조선·중공업,both,hd-ksoe,major,1
hd-hyundai-samho,HD현대삼호,HD Hyundai Samho,현대삼호중공업,KR,산업재·중공업,조선·중공업,both,hd-ksoe,niche,1
hd-ksoe,HD한국조선해양,HD Korea Shipbuilding & Offshore Engineering,한국조선해양|KSOE,KR,산업재·중공업,조선·중공업,corporate,hd-hyundai,major,1
kawasaki-heavy,가와사키중공업,Kawasaki Heavy Industries,가와사키|KHI,JP,산업재·중공업,조선·중공업,both,,major,1
mitsubishi-heavy,미쓰비시중공업,Mitsubishi Heavy Industries,MHI,JP,산업재·중공업,조선·중공업,both,,major,1
samsung-heavy,삼성중공업,Samsung Heavy Industries,SHI,KR,산업재·중공업,조선·중공업,both,samsung-group,major,1
airbus,에어버스,Airbus,,FR,산업재·중공업,항공우주·방산,both,,mega,1
bae-systems,BAE시스템스,BAE Systems,BAE,GB,산업재·중공업,항공우주·방산,both,,major,1
blue-origin,블루오리진,Blue Origin,,US,산업재·중공업,항공우주·방산,both,,major,1
boeing,보잉,Boeing,,US,산업재·중공업,항공우주·방산,both,,mega,1
bombardier,봄바디어,Bombardier,,CA,산업재·중공업,항공우주·방산,both,,niche,1
dassault-aviation,다쏘항공,Dassault Aviation,다쏘|라팔,FR,산업재·중공업,항공우주·방산,both,,niche,1
embraer,엠브라에르,Embraer,,BR,산업재·중공업,항공우주·방산,both,,major,1
ge-aerospace,GE에어로스페이스,GE Aerospace,GE|제너럴일렉트릭,US,산업재·중공업,항공우주·방산,both,,major,1
hanwha-aerospace,한화에어로스페이스,Hanwha Aerospace,한화테크윈,KR,산업재·중공업,항공우주·방산,both,hanwha-group,major,1
hanwha-systems,한화시스템,Hanwha Systems,,KR,산업재·중공업,항공우주·방산,both,hanwha-group,niche,1
hyundai-rotem,현대로템,Hyundai Rotem,,KR,산업재·중공업,항공우주·방산,both,hyundai-motor-group,major,1
kai,한국항공우주산업,Korea Aerospace Industries,KAI|카이,KR,산업재·중공업,항공우주·방산,both,,major,1
lig-nex1,LIG넥스원,LIG Nex1,넥스원,KR,산업재·중공업,항공우주·방산,both,,major,1
lockheed-martin,록히드마틴,Lockheed Martin,록히드,US,산업재·중공업,항공우주·방산,both,,mega,1
northrop-grumman,노스롭그루먼,Northrop Grumman,노스럽그러먼,US,산업재·중공업,항공우주·방산,both,,major,1
rheinmetall,라인메탈,Rheinmetall,,DE,산업재·중공업,항공우주·방산,both,,major,1
rocket-lab,로켓랩,Rocket Lab,,US,산업재·중공업,항공우주·방산,both,,niche,1
rolls-royce-holdings,롤스로이스 홀딩스,Rolls-Royce Holdings,롤스로이스 엔진,GB,산업재·중공업,항공우주·방산,both,,major,1
rtx,RTX,RTX,레이시온|Raytheon,US,산업재·중공업,항공우주·방산,corporate,,major,1
saab,사브,Saab,,SE,산업재·중공업,항공우주·방산,both,,niche,1
safran,사프란,Safran,,FR,산업재·중공업,항공우주·방산,both,,niche,1
spacex,스페이스X,SpaceX,스페이스엑스,US,산업재·중공업,항공우주·방산,both,,mega,1
ace-bed,에이스침대,Ace Bed,에이스,KR,생활·가구·완구,가구·인테리어,both,,major,0
casamia,까사미아,Casamia,,KR,생활·가구·완구,가구·인테리어,product,shinsegae-group,niche,0
fursys,퍼시스,Fursys,,KR,생활·가구·완구,가구·인테리어,both,,major,1
hanssem,한샘,Hanssem,,KR,생활·가구·완구,가구·인테리어,both,,major,0
hay,헤이,HAY,,DK,생활·가구·완구,가구·인테리어,product,millerknoll,niche,0
herman-miller,허먼밀러,Herman Miller,,US,생활·가구·완구,가구·인테리어,product,millerknoll,major,0
hyundai-livart,현대리바트,Hyundai Livart,리바트,KR,생활·가구·완구,가구·인테리어,both,,major,0
ikea,이케아,IKEA,,SE,생활·가구·완구,가구·인테리어,both,,mega,0
iloom,일룸,iloom,,KR,생활·가구·완구,가구·인테리어,product,fursys,major,0
millerknoll,밀러놀,MillerKnoll,,US,생활·가구·완구,가구·인테리어,corporate,,major,1
muuto,무토,Muuto,,DK,생활·가구·완구,가구·인테리어,product,millerknoll,niche,0
nitori,니토리,Nitori,,JP,생활·가구·완구,가구·인테리어,both,,major,0
vitra,비트라,Vitra,,CH,생활·가구·완구,가구·인테리어,both,,niche,0
bic,빅,BIC,빅볼펜,FR,생활·가구·완구,문구·필기구,both,,major,0
lamy,라미,Lamy,,DE,생활·가구·완구,문구·필기구,product,mitsubishi-pencil,niche,0
mitsubishi-pencil,미쓰비시연필,Mitsubishi Pencil,uni|유니,JP,생활·가구·완구,문구·필기구,both,,major,0
moleskine,몰스킨,Moleskine,,IT,생활·가구·완구,문구·필기구,both,,niche,0
monami,모나미,Monami,,KR,생활·가구·완구,문구·필기구,both,,major,0
pilot,파이롯트,Pilot,파일럿|Pilot Corporation,JP,생활·가구·완구,문구·필기구,both,,major,0
staedtler,스테들러,Staedtler,,DE,생활·가구·완구,문구·필기구,both,,niche,0
chewy,츄이,Chewy,,US,생활·가구·완구,반려동물,both,,major,0
hills,힐스,Hill's Pet Nutrition,힐스펫,US,생활·가구·완구,반려동물,product,colgate-palmolive,niche,0
petfriends,펫프렌즈,Pet Friends,,KR,생활·가구·완구,반려동물,both,gs-group,niche,0
purina,퓨리나,Purina,,US,생활·가구·완구,반려동물,product,nestle,major,0
royal-canin,로얄캐닌,Royal Canin,,FR,생활·가구·완구,반려동물,product,mars,major,0
barbie,바비,Barbie,,US,생활·가구·완구,완구·캐릭터,product,mattel,mega,0
hasbro,해즈브로,Hasbro,,US,생활·가구·완구,완구·캐릭터,corporate,,mega,0
hello-kitty,헬로키티,Hello Kitty,키티,JP,생활·가구·완구,완구·캐릭터,product,sanrio,mega,0
jellycat,젤리캣,Jellycat,,GB,생활·가구·완구,완구·캐릭터,both,,niche,0
kakao-friends,카카오프렌즈,Kakao Friends,라이언|춘식이,KR,생활·가구·완구,완구·캐릭터,product,,major,0
labubu,라부부,Labubu,,CN,생활·가구·완구,완구·캐릭터,product,pop-mart,major,0
lego,레고,LEGO,,DK,생활·가구·완구,완구·캐릭터,both,,mega,0
mattel,마텔,Mattel,,US,생활·가구·완구,완구·캐릭터,corporate,,mega,0
pop-mart,팝마트,Pop Mart,,CN,생활·가구·완구,완구·캐릭터,both,,major,0
sanrio,산리오,Sanrio,,JP,생활·가구·완구,완구·캐릭터,both,,major,0
sonny-angel,소니엔젤,Sonny Angel,,JP,생활·가구·완구,완구·캐릭터,product,,niche,0
young-toys,영실업,Young Toys,,KR,생활·가구·완구,완구·캐릭터,both,,niche,0
corelle,코렐,Corelle,,US,생활·가구·완구,주방·생활용품,product,,major,0
groupe-seb,그룹 세브,Groupe SEB,SEB,FR,생활·가구·완구,주방·생활용품,corporate,,major,0
le-creuset,르크루제,Le Creuset,르쿠르제,FR,생활·가구·완구,주방·생활용품,both,,niche,0
locknlock,락앤락,LocknLock,Lock&Lock,KR,생활·가구·완구,주방·생활용품,both,,major,0
stanley,스탠리,Stanley,스탠리 텀블러|Stanley 1913,US,생활·가구·완구,주방·생활용품,product,,major,0
tefal,테팔,Tefal,,FR,생활·가구·완구,주방·생활용품,product,groupe-seb,major,0
thermos,써모스,Thermos,,JP,생활·가구·완구,주방·생활용품,both,,major,0
tupperware,타파웨어,Tupperware,,US,생활·가구·완구,주방·생활용품,both,,major,0
zwilling,즈윌링,Zwilling J.A. Henckels,헹켈|쌍둥이칼,DE,생활·가구·완구,주방·생활용품,both,,major,0
acushnet,아쿠쉬네트,Acushnet,,US,스포츠·아웃도어,골프,corporate,,niche,0
callaway,캘러웨이,Callaway,캘러웨이골프|Topgolf Callaway Brands,US,스포츠·아웃도어,골프,both,,major,0
g-fore,지포어,G/FORE,,US,스포츠·아웃도어,골프,both,,niche,0
honma,혼마,Honma Golf,,JP,스포츠·아웃도어,골프,both,,niche,0
j-lindeberg,제이린드버그,J.Lindeberg,,SE,스포츠·아웃도어,골프,both,,niche,0
malbon-golf,말본골프,Malbon Golf,말본,US,스포츠·아웃도어,골프,both,,niche,0
mark-and-lona,마크앤로나,Mark & Lona,,JP,스포츠·아웃도어,골프,both,,niche,0
pearly-gates,파리게이츠,Pearly Gates,,JP,스포츠·아웃도어,골프,both,,niche,0
ping,핑,PING,,US,스포츠·아웃도어,골프,both,,major,0
pxg,PXG,PXG,피엑스지,US,스포츠·아웃도어,골프,both,,niche,0
taylormade,테일러메이드,TaylorMade,,US,스포츠·아웃도어,골프,both,,major,0
titleist,타이틀리스트,Titleist,,US,스포츠·아웃도어,골프,product,acushnet,major,0
volvik,볼빅,Volvik,,KR,스포츠·아웃도어,골프,both,,niche,0
waac,왁,WAAC,,KR,스포츠·아웃도어,골프,product,kolon-industries-fnc,niche,0
amer-sports,아머스포츠,Amer Sports,,FI,스포츠·아웃도어,스포츠용품,corporate,,major,0
arena,아레나,Arena,,IT,스포츠·아웃도어,스포츠용품,both,,niche,0
babolat,바볼랏,Babolat,,FR,스포츠·아웃도어,스포츠용품,both,,niche,0
decathlon,데카트론,Decathlon,,FR,스포츠·아웃도어,스포츠용품,both,,major,0
giant,자이언트,Giant Bicycles,자이언트 자전거,TW,스포츠·아웃도어,스포츠용품,both,,major,0
head,헤드,HEAD,,AT,스포츠·아웃도어,스포츠용품,both,,niche,0
mizuno,미즈노,Mizuno,,JP,스포츠·아웃도어,스포츠용품,both,,major,0
shimano,시마노,Shimano,,JP,스포츠·아웃도어,스포츠용품,both,,major,1
specialized,스페셜라이즈드,Specialized,,US,스포츠·아웃도어,스포츠용품,both,,niche,0
speedo,스피도,Speedo,,GB,스포츠·아웃도어,스포츠용품,both,,major,0
wilson,윌슨,Wilson,,US,스포츠·아웃도어,스포츠용품,product,amer-sports,major,0
yonex,요넥스,Yonex,,JP,스포츠·아웃도어,스포츠용품,both,,major,0
adidas,아디다스,Adidas,,DE,스포츠·아웃도어,스포츠웨어,both,,mega,0
alo-yoga,알로 요가,Alo Yoga,알로,US,스포츠·아웃도어,스포츠웨어,both,,niche,0
andar,안다르,Andar,,KR,스포츠·아웃도어,스포츠웨어,both,,niche,0
anta-sports,안타스포츠,Anta Sports,안타,CN,스포츠·아웃도어,스포츠웨어,both,,major,0
asics,아식스,ASICS,,JP,스포츠·아웃도어,스포츠웨어,both,,major,0
barrel,배럴,Barrel,,KR,스포츠·아웃도어,스포츠웨어,both,,niche,0
descente,데상트,Descente,,JP,스포츠·아웃도어,스포츠웨어,both,,major,0
fila,휠라,FILA,,KR,스포츠·아웃도어,스포츠웨어,product,fila-holdings,major,0
fila-holdings,휠라홀딩스,FILA Holdings,,KR,스포츠·아웃도어,스포츠웨어,corporate,,major,0
gymshark,짐샤크,Gymshark,,GB,스포츠·아웃도어,스포츠웨어,both,,niche,0
hoka,호카,HOKA,호카 오네오네,US,스포츠·아웃도어,스포츠웨어,product,deckers,major,0
jordan,조던,Jordan Brand,에어 조던|Air Jordan,US,스포츠·아웃도어,스포츠웨어,product,nike,mega,0
kappa,카파,Kappa,,IT,스포츠·아웃도어,스포츠웨어,both,,niche,0
le-coq-sportif,르꼬끄 스포르티브,Le Coq Sportif,르꼬끄,FR,스포츠·아웃도어,스포츠웨어,both,,niche,0
li-ning,리닝,Li-Ning,,CN,스포츠·아웃도어,스포츠웨어,both,,major,0
lululemon,룰루레몬,Lululemon,,CA,스포츠·아웃도어,스포츠웨어,both,,major,0
new-balance,뉴발란스,New Balance,뉴발|NB,US,스포츠·아웃도어,스포츠웨어,both,,mega,0
nike,나이키,Nike,,US,스포츠·아웃도어,스포츠웨어,both,,mega,0
on-running,온,On,온러닝|On Running,CH,스포츠·아웃도어,스포츠웨어,both,,major,0
prospecs,프로스펙스,Prospecs,,KR,스포츠·아웃도어,스포츠웨어,both,,niche,0
puma,푸마,Puma,,DE,스포츠·아웃도어,스포츠웨어,both,,mega,0
rapha,라파,Rapha,,GB,스포츠·아웃도어,스포츠웨어,both,,niche,0
reebok,리복,Reebok,,US,스포츠·아웃도어,스포츠웨어,both,,major,0
satisfy,새티스파이,Satisfy,Satisfy Running,FR,스포츠·아웃도어,스포츠웨어,both,,niche,0
umbro,엄브로,Umbro,,GB,스포츠·아웃도어,스포츠웨어,both,,niche,0
under-armour,언더아머,Under Armour,,US,스포츠·아웃도어,스포츠웨어,both,,major,0
xexymix,젝시믹스,Xexymix,,KR,스포츠·아웃도어,스포츠웨어,both,,niche,0
arcteryx,아크테릭스,Arc'teryx,아크,CA,스포츠·아웃도어,아웃도어,product,amer-sports,major,0
black-yak,블랙야크,Black Yak,BYN블랙야크,KR,스포츠·아웃도어,아웃도어,both,,major,0
canada-goose,캐나다구스,Canada Goose,,CA,스포츠·아웃도어,아웃도어,both,,major,0
columbia,컬럼비아,Columbia Sportswear,컬럼비아스포츠웨어,US,스포츠·아웃도어,아웃도어,both,,major,0
discovery-expedition,디스커버리 익스페디션,Discovery Expedition,디스커버리,KR,스포츠·아웃도어,아웃도어,product,fnf,major,0
eider,아이더,Eider,,KR,스포츠·아웃도어,아웃도어,product,k2-korea,major,0
fjallraven,피엘라벤,Fjällräven,Fjallraven,SE,스포츠·아웃도어,아웃도어,both,,niche,0
goldwin,골드윈,Goldwin,,JP,스포츠·아웃도어,아웃도어,both,,niche,0
helinox,헬리녹스,Helinox,,KR,스포츠·아웃도어,아웃도어,both,,niche,0
jack-wolfskin,잭울프스킨,Jack Wolfskin,,DE,스포츠·아웃도어,아웃도어,product,anta-sports,niche,0
k2-korea,케이투,K2,K2코리아,KR,스포츠·아웃도어,아웃도어,both,,major,0
kolon-sport,코오롱스포츠,Kolon Sport,,KR,스포츠·아웃도어,아웃도어,product,kolon-industries-fnc,major,0
mammut,마무트,Mammut,,CH,스포츠·아웃도어,아웃도어,both,,niche,0
millet,밀레,Millet,,FR,스포츠·아웃도어,아웃도어,both,,niche,0
montbell,몽벨,Montbell,,JP,스포츠·아웃도어,아웃도어,both,,niche,0
national-geographic-apparel,내셔널지오그래픽,National Geographic Apparel,내셔널지오그래픽 어패럴,KR,스포츠·아웃도어,아웃도어,product,,niche,0
nepa,네파,NEPA,,KR,스포츠·아웃도어,아웃도어,both,,major,0
patagonia,파타고니아,Patagonia,,US,스포츠·아웃도어,아웃도어,both,,major,0
peak-performance,피크퍼포먼스,Peak Performance,,SE,스포츠·아웃도어,아웃도어,product,amer-sports,niche,0
salomon,살로몬,Salomon,,FR,스포츠·아웃도어,아웃도어,product,amer-sports,major,0
snow-peak,스노우피크,Snow Peak,,JP,스포츠·아웃도어,아웃도어,both,,niche,0
the-north-face,노스페이스,The North Face,TNF,US,스포츠·아웃도어,아웃도어,product,vf-corp,mega,0
vf-corp,VF 코퍼레이션,VF Corporation,VF Corp,US,스포츠·아웃도어,아웃도어,corporate,,major,0
casio,카시오,Casio,,JP,시계·주얼리,대중시계,both,,major,0
citizen,시티즌,Citizen,,JP,시계·주얼리,대중시계,both,,major,0
daniel-wellington,다니엘 웰링턴,Daniel Wellington,DW,SE,시계·주얼리,대중시계,both,,niche,0
fossil,파슬,Fossil,,US,시계·주얼리,대중시계,both,,major,0
g-shock,지샥,G-SHOCK,G샥|지쇼크,JP,시계·주얼리,대중시계,product,casio,major,0
hamilton,해밀턴,Hamilton,,US,시계·주얼리,대중시계,product,swatch-group,major,0
mido,미도,Mido,,CH,시계·주얼리,대중시계,product,swatch-group,niche,0
rado,라도,Rado,,CH,시계·주얼리,대중시계,product,swatch-group,niche,0
seiko,세이코,Seiko,,JP,시계·주얼리,대중시계,both,,major,0
swatch,스와치,Swatch,,CH,시계·주얼리,대중시계,product,swatch-group,major,0
swatch-group,스와치 그룹,The Swatch Group,Swatch Group,CH,시계·주얼리,대중시계,corporate,,major,0
tissot,티쏘,Tissot,,CH,시계·주얼리,대중시계,product,swatch-group,major,0
apm-monaco,에이피엠 모나코,APM Monaco,APM,MC,시계·주얼리,주얼리,both,,niche,0
boucheron,부쉐론,Boucheron,,FR,시계·주얼리,주얼리,product,kering,major,0
buccellati,부첼라티,Buccellati,,IT,시계·주얼리,주얼리,product,richemont,niche,0
bulgari,불가리,Bulgari,BVLGARI,IT,시계·주얼리,주얼리,product,lvmh,mega,0
cartier,까르띠에,Cartier,카르티에,FR,시계·주얼리,주얼리,product,richemont,mega,0
chaumet,쇼메,Chaumet,,FR,시계·주얼리,주얼리,product,lvmh,major,0
chopard,쇼파드,Chopard,,CH,시계·주얼리,주얼리,both,,major,0
chow-tai-fook,주대복,Chow Tai Fook,저우다푸,HK,시계·주얼리,주얼리,both,,major,0
didier-dubot,디디에 두보,Didier Dubot,,KR,시계·주얼리,주얼리,both,,niche,0
fred,프레드,Fred,FRED,FR,시계·주얼리,주얼리,product,lvmh,niche,0
goldendew,골든듀,Goldendew,,KR,시계·주얼리,주얼리,both,,niche,0
graff,그라프,Graff,,GB,시계·주얼리,주얼리,both,,niche,0
harry-winston,해리 윈스턴,Harry Winston,,US,시계·주얼리,주얼리,product,swatch-group,major,0
jestina,제이에스티나,J.ESTINA,,KR,시계·주얼리,주얼리,both,,major,0
messika,메시카,Messika,,FR,시계·주얼리,주얼리,both,,niche,0
mikimoto,미키모토,Mikimoto,,JP,시계·주얼리,주얼리,both,,niche,0
pandora,판도라,Pandora,,DK,시계·주얼리,주얼리,both,,major,0
pomellato,포멜라토,Pomellato,,IT,시계·주얼리,주얼리,product,kering,niche,0
qeelin,키린,Qeelin,,HK,시계·주얼리,주얼리,product,kering,niche,0
richemont,리치몬트,Compagnie Financière Richemont,Richemont,CH,시계·주얼리,주얼리,corporate,,major,0
stonehenge,스톤헨지,Stonehenge,,KR,시계·주얼리,주얼리,both,,niche,0
swarovski,스와로브스키,Swarovski,,AT,시계·주얼리,주얼리,both,,major,0
tiffany,티파니,Tiffany & Co.,티파니앤코,US,시계·주얼리,주얼리,product,lvmh,mega,0
van-cleef-arpels,반클리프 아펠,Van Cleef & Arpels,반클리프|VCA,FR,시계·주얼리,주얼리,product,richemont,major,0
a-lange-sohne,랑에 운트 죄네,A. Lange & Söhne,랑에|A. Lange & Sohne,DE,시계·주얼리,하이엔드시계,product,richemont,niche,0
audemars-piguet,오데마 피게,Audemars Piguet,AP|오데마피게,CH,시계·주얼리,하이엔드시계,both,,major,0
blancpain,블랑팡,Blancpain,,CH,시계·주얼리,하이엔드시계,product,swatch-group,niche,0
breguet,브레게,Breguet,,CH,시계·주얼리,하이엔드시계,product,swatch-group,niche,0
breitling,브라이틀링,Breitling,,CH,시계·주얼리,하이엔드시계,both,,major,0
grand-seiko,그랜드 세이코,Grand Seiko,,JP,시계·주얼리,하이엔드시계,product,seiko,niche,0
hublot,위블로,Hublot,,CH,시계·주얼리,하이엔드시계,product,lvmh,major,0
iwc,IWC,IWC Schaffhausen,아이더블유씨,CH,시계·주얼리,하이엔드시계,product,richemont,major,0
jaeger-lecoultre,예거 르쿨트르,Jaeger-LeCoultre,예거|JLC,CH,시계·주얼리,하이엔드시계,product,richemont,major,0
longines,론진,Longines,,CH,시계·주얼리,하이엔드시계,product,swatch-group,major,0
nomos-glashutte,노모스,NOMOS Glashütte,노모스 글라슈테,DE,시계·주얼리,하이엔드시계,both,,niche,0
omega,오메가,Omega,,CH,시계·주얼리,하이엔드시계,product,swatch-group,mega,0
panerai,파네라이,Panerai,,IT,시계·주얼리,하이엔드시계,product,richemont,major,0
patek-philippe,파텍필립,Patek Philippe,파텍 필립,CH,시계·주얼리,하이엔드시계,both,,mega,0
piaget,피아제,Piaget,,CH,시계·주얼리,하이엔드시계,product,richemont,niche,0
richard-mille,리차드 밀,Richard Mille,리처드 밀,CH,시계·주얼리,하이엔드시계,both,,major,0
rolex,롤렉스,Rolex,,CH,시계·주얼리,하이엔드시계,both,,mega,0
tag-heuer,태그호이어,TAG Heuer,,CH,시계·주얼리,하이엔드시계,product,lvmh,major,0
tudor,튜더,Tudor,,CH,시계·주얼리,하이엔드시계,product,rolex,major,0
vacheron-constantin,바쉐론 콘스탄틴,Vacheron Constantin,바쉐론,CH,시계·주얼리,하이엔드시계,product,richemont,major,0
zenith,제니스,Zenith,,CH,시계·주얼리,하이엔드시계,product,lvmh,niche,0
herbalife,허벌라이프,Herbalife,,US,식음료,건강식품,both,,major,0
jeonggwanjang,정관장,Cheong Kwan Jang,KGC인삼공사|홍삼,KR,식음료,건강식품,product,,major,0
cadbury,캐드버리,Cadbury,,GB,식음료,과자·제과,product,mondelez,major,0
calbee,가루비,Calbee,,JP,식음료,과자·제과,both,,niche,0
cheetos,치토스,Cheetos,,US,식음료,과자·제과,product,pepsico,major,0
choco-pie,초코파이,Choco Pie,오리온 초코파이,KR,식음료,과자·제과,product,orion,major,0
crown,크라운제과,Crown Confectionery,크라운,KR,식음료,과자·제과,both,,niche,0
doritos,도리토스,Doritos,,US,식음료,과자·제과,product,pepsico,major,0
ferrero,페레로,Ferrero,,IT,식음료,과자·제과,corporate,,mega,0
ferrero-rocher,페레로로쉐,Ferrero Rocher,,IT,식음료,과자·제과,product,ferrero,major,0
glico,글리코,Ezaki Glico,에자키글리코,JP,식음료,과자·제과,corporate,,major,0
haitai,해태제과,Haitai Confectionery,해태,KR,식음료,과자·제과,both,,major,0
haribo,하리보,Haribo,,DE,식음료,과자·제과,both,,major,0
hershey,허쉬,Hershey's,The Hershey Company|허쉬초콜릿,US,식음료,과자·제과,both,,major,0
