id,name_ko,name_en,aliases,country,sector,category,brand_type,parent,tier,b2b
decathlon,데카트론,Decathlon,,FR,스포츠·아웃도어,스포츠용품,both,,major,0
yonex,요넥스,Yonex,,JP,스포츠·아웃도어,스포츠용품,both,,major,0
mizuno,미즈노,Mizuno,,JP,스포츠·아웃도어,스포츠용품,both,,major,0
babolat,바볼랏,Babolat,,FR,스포츠·아웃도어,스포츠용품,both,,niche,0
head,헤드,HEAD,,AT,스포츠·아웃도어,스포츠용품,both,,niche,0
speedo,스피도,Speedo,,GB,스포츠·아웃도어,스포츠용품,both,,major,0
arena,아레나,Arena,,IT,스포츠·아웃도어,스포츠용품,both,,niche,0
barrel,배럴,Barrel,,KR,스포츠·아웃도어,스포츠웨어,both,,niche,0
rapha,라파,Rapha,,GB,스포츠·아웃도어,스포츠웨어,both,,niche,0
specialized,스페셜라이즈드,Specialized,,US,스포츠·아웃도어,스포츠용품,both,,niche,0
giant,자이언트,Giant Bicycles,자이언트 자전거,TW,스포츠·아웃도어,스포츠용품,both,,major,0
shimano,시마노,Shimano,,JP,스포츠·아웃도어,스포츠용품,both,,major,1
acushnet,아쿠쉬네트,Acushnet,,US,스포츠·아웃도어,골프,corporate,,niche,0
titleist,타이틀리스트,Titleist,,US,스포츠·아웃도어,골프,product,acushnet,major,0
callaway,캘러웨이,Callaway,캘러웨이골프|Topgolf Callaway Brands,US,스포츠·아웃도어,골프,both,,major,0
taylormade,테일러메이드,TaylorMade,,US,스포츠·아웃도어,골프,both,,major,0
ping,핑,PING,,US,스포츠·아웃도어,골프,both,,major,0
pxg,PXG,PXG,피엑스지,US,스포츠·아웃도어,골프,both,,niche,0
honma,혼마,Honma Golf,,JP,스포츠·아웃도어,골프,both,,niche,0
volvik,볼빅,Volvik,,KR,스포츠·아웃도어,골프,both,,niche,0
malbon-golf,말본골프,Malbon Golf,말본,US,스포츠·아웃도어,골프,both,,niche,0
g-fore,지포어,G/FORE,,US,스포츠·아웃도어,골프,both,,niche,0
j-lindeberg,제이린드버그,J.Lindeberg,,SE,스포츠·아웃도어,골프,both,,niche,0
pearly-gates,파리게이츠,Pearly Gates,,JP,스포츠·아웃도어,골프,both,,niche,0
mark-and-lona,마크앤로나,Mark & Lona,,JP,스포츠·아웃도어,골프,both,,niche,0
